code,code_np,level,des_pt,des_en,class
7-54.26,75426,4,Tecelão de tapeçaria de arte,,1980
7-54.28,75428,4,Tecelão de tapetes de ponto,,1980
7-54.30,75430,4,Tecelão de tapetes de «chenile»,,1980
7-54.32,75432,4,Tecelão manual de tapetes aveludados,,1980
7-54.34,75434,4,Tecelão de tapetes «wilton»,,1980
7-54.36,75436,4,Tecelão de tapetes «axminster»,,1980
7-54.38,75438,4,Tecelão de tapetes - peça dupla,,1980
7-54.40,75440,4,Capacheiro,,1980
7-54.42,75442,4,Tecelão de redes à máquina,,1980
7-54.44,75444,4,Tecelão de mangueiras,,1980
7-54.90,75490,4,Outros tecelões e trabalhadores similares,,1980
7-55,755,3,Maquinistas de malhas,,1980
7-55.01,75501,4,"Maquinista de malhas, em geral",,1980
7-55.05,75505,4,Maquinista de malhas - máquina rectilínea manual,,1980
7-55.10,75510,4,Maquinista de malhas - máquina rectilínea motorizada,,1980
7-55.15,75515,4,Maquinista de malhas - máquina rectilínea automática,,1980
7-55.20,75520,4,Maquinista de malhas - máquina rectilínea «links-links»,,1980
7-55.25,75525,4,Maquinista de malhas - máquina «cotton»,,1980
7-55.30,75530,4,Maquinista de malhas - máquina «raschel»,,1980
7-55.35,75535,4,Maquinista de malhas - máquina «ketten»,,1980
7-55.40,75540,4,Maquinista de malhas - máquina circular,,1980
7-55.45,75545,4,Maquinista de malhas - máquina circular de suspensão,,1980
7-55.50,75550,4,Maquinista de malhas - máquina circular manual de meias e peúgas,,1980
7-55.55,75555,4,Maquinista de malhas - máquina circular de peúgas,,1980
7-55.60,75560,4,Maquinista de malhas - máquina circular de meias,,1980
7-55.65,75565,4,Tricotador,,1980
7-55.70,75570,4,Tricotador manual,,1980
7-55.75,75575,4,Enfiador de máquina «cotton»,,1980
7-55.90,75590,4,Outros maquinistas de malhas,,1980
7-56,756,3,"Branqueadores, tintureiros e acabadores de produtos têxteis",,1980
7-56.01,75601,4,"Tintureiro, em geral",,1980
7-56.02,75602,4,Tintureiro de lanifícios,,1980
7-56.03,75603,4,Branqueador de produtos têxteis,,1980
7-56.04,75604,4,Branqueador de algodão,,1980
7-56.05,75605,4,Tintureiro de fiados,,1980
7-56.06,75606,4,Tintureiro de tecidos de algodão,,1980
7-56.07,75607,4,Tintureiro de vestuário,,1980
7-56.08,75608,4,Lavador de tecidos,,1980
7-56.09,75609,4,Lavador em corda,,1980
7-56.10,75610,4,Lavador ao largo,,1980
7-56.11,75611,4,Operador de desvincadeira,,1980
7-56.12,75612,4,Desencolador de seda,,1980
7-56.13,75613,4,Vaporizador de tecidos,,1980
7-56.14,75614,4,Oxidador de tecidos,,1980
7-56.15,75615,4,Pisoeiro,,1980
7-56.16,75616,4,Carbonizador,,1980
7-56.17,75617,4,Empilhador de tecidos,,1980
7-56.18,75618,4,Mercerizador de fios,,1980
7-56.19,75619,4,Mercerizador de tecidos,,1980
7-56.20,75620,4,Acabador de tecidos,,1980
7-56.21,75621,4,Engomador de tecidos,,1980
7-56.22,75622,4,Gomador de fitas,,1980
7-56.23,75623,4,Polimerizador de tecidos,,1980
7-56.24,75624,4,Enrolador de tecidos,,1980
7-56.25,75625,4,Alargador de tecidos,,1980
7-56.26,75626,4,Secador de tecidos,,1980
7-56.27,75627,4,Ramoleiro (ramolador),,1980
7-56.28,75628,4,Gomador de seda,,1980
7-56.29,75629,4,"Operador de máquina de cortar pêlo - veludo ""cotelé""",,1980
7-56.30,75630,4,Cortador de defeitos - veludo «cotelé»,,1980
7-56.31,75631,4,Gazeador de tecidos,,1980
7-56.32,75632,4,Percheiro (cardador de tecidos),,1980
7-56.33,75633,4,Percheiro com percha de cardos,,1980
7-56.34,75634,4,Percheiro com percha metálica,,1980
7-56.35,75635,4,Virador de malha tubular,,1980
7-56.36,75636,4,Tosador,,1980
7-56.37,75637,4,Operador de escova - tecidos,,1980
7-56.38,75638,4,Operador de ratinadeira,,1980
7-56.39,75639,4,Decatissador,,1980
7-56.40,75640,4,Estabilizador de tecidos,,1980
7-56.41,75641,4,Vaporizador de meias,,1980
7-56.42,75642,4,Enformador de peças de malha,,1980
7-56.43,75643,4,Prensador de tecidos,,1980
7-56.44,75644,4,Calandreiro de tecidos,,1980
7-56.45,75645,4,Similizador,,1980
7-56.46,75646,4,Gofrador,,1980
7-56.47,75647,4,Calandreiro de tecidos de malha,,1980
7-56.48,75648,4,Quebrador de tecidos,,1980
7-56.49,75649,4,Borrifador de tecidos,,1980
7-56.90,75690,4,"Outros branqueadores, tintureiros e acabadores de produtos têxteis",,1980
7-57,757,3,Trabalhadores do fabrico de feltros,,1980
7-57.02,75702,4,Maquinista de preparação de feltro,,1980
7-57.04,75704,4,Operador de «rand-webber»,,1980
7-57.06,75706,4,Maquinista de tecelagem de feltro,,1980
7-57.08,75708,4,Pulverizador de fibras,,1980
7-57.10,75710,4,Revistador - enrolador de feltro,,1980
7-57.12,75712,4,Enformador de cones de feltro de lã  - chapelaria,,1980
7-57.14,75714,4,Semussador de feltro de lã - chapelaria,,1980
7-57.16,75716,4,Misturador de pêlo,,1980
7-57.18,75718,4,Suflador - pêlo,,1980
7-57.20,75720,4,Pesador de pêlo - chapelaria,,1980
7-57.22,75722,4,Alimentador de «bastissosa» - chapelaria,,1980
7-57.24,75724,4,Arcador - chapelaria,,1980
7-57.26,75726,4,Desenformador de pêlo - chapelaria,,1980
7-57.28,75728,4,Semussador de feltro de pêlo - chapelaria,,1980
7-57.30,75730,4,Revistador de cones de feltro,,1980
7-57.32,75732,4,Fulista mecânico,,1980
7-57.34,75734,4,Cruzador de feltro,,1980
7-57.36,75736,4,Achegador de feltro,,1980
7-57.90,75790,4,Outros trabalhadores do fabrico de feltros,,1980
7-59,759,3,Trabalhadores têxteis e trabalhadores similares não classificados em outra parte,,1980
7-59.02,75902,4,Maquinista de rendas - máquina «leavers»,,1980
7-59.04,75904,4,Maquinista de franjas e galões,,1980
7-59.06,75906,4,Operador de máquina de fazer cordão - sirgaria,,1980
7-59.08,75908,4,Passamaneiro manual,,1980
7-59.10,75910,4,Cordoeiro manual - sirgaria,,1980
7-59.12,75912,4,Maquinista de rendas - máquina circular,,1980
7-59.14,75914,4,Operador de máquina de tufar tapetes,,1980
7-59.16,75916,4,Rendilheiro de bilros,,1980
7-59.18,75918,4,Alimentador de instalação de flocagem de tecidos,,1980
7-59.20,75920,4,Operador de flocagem,,1980
7-59.22,75922,4,Acabador de tecidos flocados,,1980
7-59.24,75924,4,Restaurador de tapetes,,1980
7-59.26,75926,4,Revistador de tecidos,,1980
7-59.28,75928,4,Repassador de tecidos,,1980
7-59.30,75930,4,Revistador de malhas,,1980
7-59.32,75932,4,Revistador de meias,,1980
7-59.34,75934,4,Cerzideira de tecidos,,1980
7-59.36,75936,4,Metedeira de fios,,1980
7-59.38,75938,4,Espinçadeira,,1980
7-59.40,75940,4,Operador de máquina de cortar pontas de trama - tecidos,,1980
7-59.42,75942,4,Remalhadeira,,1980
7-59.44,75944,4,Cerzideira de malhas,,1980
7-59.46,75946,4,Apanhadeira de malhas à máquina - meias,,1980
7-59.48,75948,4,Apanhadeira manual de malhas - meias e peúgas,,1980
7-59.50,75950,4,Puxador de fios à máquina - meias,,1980
7-59.52,75952,4,Acabador de redes,,1980
7-59.54,75954,4,Desfiadeira de malhas,,1980
7-59.56,75956,4,Desfiadeira de rendas,,1980
7-59.58,75958,4,Recortadeira de rendas à máquina,,1980
7-59.60,75960,4,Acabador de tapetes,,1980
7-59.62,75962,4,Medidor-dobrador manual de tecidos,,1980
7-59.64,75964,4,Medidor-dobrador mecânico de tecidos,,1980
7-59.66,75966,4,Marcador manual de tecidos,,1980
7-59.68,75968,4,Emparelhador de meias e peúgas,,1980
7-59.90,75990,4,Outros trabalhadores têxteis e trabalhadores similares não classificados em outra parte,,1980
7-6,76,2,"Curtidores, preparadores e acabadores de peles e trabalhadores similares",,1980
7-60,760,3,"Curtidores, preparadores e acabadores de peles e trabalhadores similares",,1980
7-60.02,76002,4,Curtidor,,1980
7-60.04,76004,4,Preparador de curtimenta,,1980
7-60.06,76006,4,Reverdissador,,1980
7-60.08,76008,4,Lavador de peles,,1980
7-60.10,76010,4,Encalador,,1980
7-60.12,76012,4,Desencalador,,1980
7-60.14,76014,4,Limpador de peles à máquina,,1980
7-60.16,76016,4,Limpador manual de peles,,1980
7-60.18,76018,4,Depilador de peles,,1980
7-60.20,76020,4,Piquelador,,1980
7-60.22,76022,4,Desengordurador de peles,,1980
7-60.24,76024,4,Desengrossador de peles,,1980
7-60.26,76026,4,Pregador de peles,,1980
7-60.28,76028,4,Espremedor,,1980
7-60.30,76030,4,Virador de peles,,1980
7-60.32,76032,4,Tintureiro de couro,,1980
7-60.34,76034,4,Surrador manual,,1980
7-60.36,76036,4,Operador de máquina de rebaixar,,1980
7-60.38,76038,4,Estirador - máquina de tambor,,1980
7-60.40,76040,4,Operador de máquina de alisar peles,,1980
7-60.42,76042,4,Secador de peles - chapa de vidro,,1980
7-60.44,76044,4,Secador de peles por vácuo,,1980
7-60.46,76046,4,Engordurador,,1980
7-60.48,76048,4,Operador de máquina de abrandar peles - sistema de braço,,1980
7-60.50,76050,4,Abridor de palhetos,,1980
7-60.52,76052,4,Operador de máquina de abrilhantar peles sem pêlo,,1980
7-60.54,76054,4,Engomador de peles,,1980
7-60.56,76056,4,Prensador de couro,,1980
7-60.58,76058,4,Graneador,,1980
7-60.60,76060,4,Cardador de peles com pêlo,,1980
7-60.62,76062,4,Lixador mecânico - curtumes,,1980
7-60.64,76064,4,Operador de instalação de pulverizar peles,,1980
7-60.66,76066,4,Aprestador - peles,,1980
7-60.68,76068,4,Envernizador de peles - máquinas de cortina,,1980
7-60.70,76070,4,Medidor manual de peles,,1980
7-60.72,76072,4,Medidor mecânico - peles,,1980
7-60.74,76074,4,Operador de máquina de limpar e sacudir peles com pêlo,,1980
7-60.76,76076,4,Cruponador,,1980
7-60.78,76078,4,Apartador - peles,,1980
7-60.90,76090,4,"Outros curtidores, preparadores e acabadores de peles e trabalhadores similares",,1980
7-7,77,2,Trabalhadores do fabrico de produtos alimentares e de bebidas,,1980
7-71,771,3,Moleiros de cereais e trabalhadores similares,,1980
7-71.02,77102,4,Moleiro,,1980
7-71.04,77104,4,Alimentador de silos,,1980
7-71.06,77106,4,Condutor de limpeza de cereais,,1980
7-71.08,77108,4,Condutor de moinhos de cilindros,,1980
7-71.10,77110,4,Vigilante de peneiros - moagem,,1980
7-71.12,77112,4,Condutor de sassores  - moagem,,1980
7-71.14,77114,4,Moleiro de azenha,,1980
7-71.16,77116,4,Moleiro - moinho de vento,,1980
7-71.18,77118,4,Condutor de moinhos - desperdícios de massas alimentícias,,1980
7-71.20,77120,4,Condutor de máquina de moer cacau,,1980
7-71.22,77122,4,Condutor de instalação de fabrico de farinhas de peixe,,1980
7-71.24,77124,4,Condutor de descasque de arroz,,1980
7-71.26,77126,4,Ajudante de descasque de arroz,,1980
7-71.28,77128,4,Preparador de especiarias,,1980
7-71.30,77130,4,Operador de moagem - rações para animais,,1980
7-71.32,77132,4,Operador de concentrados-rações para animais,,1980
7-71.34,77134,4,Operador de doseamento e mistura - rações para animais,,1980
7-71.36,77136,4,Operador de melaçagem - rações para animais,,1980
7-71.38,77138,4,Operador de prensagem - rações para animais,,1980
7-71.90,77190,4,Outros moleiros de cereais e trabalhadores similares,,1980
7-72,772,3,Trabalhadores da produção e refinação do açúcar,,1980
7-72.02,77202,4,Condutor de difusor automático - beterraba,,1980
7-72.04,77204,4,Condutor de instalação de prensagem e secagem de polpa - beterraba,,1980
7-72.06,77206,4,Operador de instalação de depuração de sucos - beterraba,,1980
7-72.08,77208,4,Operador de malaxador - açúcar,,1980
7-72.10,77210,4,Vigilante de centrífuga automática - açúcar,,1980
7-72.12,77212,4,Preparador de produtos de pré-clarificação de garapa - açúcar,,1980
7-72.14,77214,4,Operador de sulfitação de garapa - açúcar,,1980
7-72.16,77216,4,Operador de bateria de esquentadores de garapa - açúcar,,1980
7-72.18,77218,4,Operador de decantador «dorr» - açúcar,,1980
7-72.20,77220,4,Operador de sulfitação de xarope - açúcar,,1980
7-72.22,77222,4,Operador de filtro de tambor rotativo - açúcar,,1980
7-72.24,77224,4,Operador de evaporador de xarope - açúcar,,1980
7-72.26,77226,4,Operador de carbonatação - açúcar,,1980
7-72.28,77228,4,Operador de filtro-prensa - açúcar,,1980
7-72.30,77230,4,Operador de filtro rotativo - açúcar,,1980
7-72.32,77232,4,Filtrador - filtros de carvão animal - açúcar,,1980
7-72.34,77234,4,Condutor de colunas de descoloração de xarope por resinas - açúcar,,1980
7-72.36,77236,4,Cozedor - açúcar,,1980
7-72.38,77238,4,Operador de areador - açúcar,,1980
7-72.40,77240,4,Operador de peneiro automático - açúcar,,1980
7-72.42,77242,4,"Operador de máquina de moer açúcar - ""icing sugar""",,1980
7-72.90,77290,4,Outros trabalhadores da produção e refinação do açúcar,,1980
7-73,773,3,"Magarefes, tripeiros e preparadores de carne",,1980
7-73.01,77301,4,"Magarefe, em geral",,1980
7-73.05,77305,4,Matador de bovinos,,1980
7-73.10,77310,4,Matador de porcos,,1980
7-73.15,77315,4,Matador de criação,,1980
7-73.20,77320,4,Salsicheiro,,1980
7-73.25,77325,4,Auxiliar de salsicheiro,,1980
7-73.30,77330,4,Cortador de carnes verdes,,1980
7-73.35,77335,4,Cortador de miudezas,,1980
7-73.40,77340,4,"Tripeiro, em geral",,1980
7-73.45,77345,4,Auxiliar de tripeiro,,1980
7-73.50,77350,4,Calibrador de tripas,,1980
7-73.55,77355,4,Medidor de tripas,,1980
7-73.60,77360,4,Salgador de tripas,,1980
7-73.65,77365,4,Salgador de peles,,1980
7-73.90,77390,4,"Outros magarefes, tripeiros e preparadores de carnes",,1980
7-74,774,3,Conserveiros de géneros alimentícios,,1980
7-74.01,77401,4,"Conserveiro, em geral",,1980
7-74.02,77402,4,Preparador de salmoura,,1980
7-74.04,77404,4,Manipulador de conservas de peixe,,1980
7-74.06,77406,4,Azeitador de conservas de peixe,,1980
7-74.08,77408,4,Cozedor-conserveiro de molhos e condimentos,,1980
7-74.10,77410,4,Salgador-defumador de carne,,1980
7-74.12,77412,4,Salgador-defumador de peixe,,1980
7-74.14,77414,4,Conserveiro - frutas e legumes,,1980
7-74.16,77416,4,Conserveiro de azeitona,,1980
7-74.18,77418,4,Operador de instalação de fabrico - sumos de frutas,,1980
7-74.20,77420,4,Preparador de géneros alimentícios para congelação,,1980
7-74.22,77422,4,Operador de choques térmicos,,1980
7-74.24,77424,4,Concentrador de géneros alimentícios,,1980
7-74.26,77426,4,Trabalhador de recepção de tomate,,1980
7-74.28,77428,4,Operador de instalação de extracção e tratamento de sementes de tomate,,1980
7-74.30,77430,4,Operador de prensa e de secador de repiso de tomate,,1980
7-74.32,77432,4,Operador de máquina de secagem de resíduos,,1980
7-74.34,77434,4,Misturador - preparação de sopas e caldos,,1980
7-74.36,77436,4,Misturador - pudins e fermentos,,1980
7-74.38,77438,4,Desidratador de géneros alimentícios,,1980
7-74.40,77440,4,Operador de fritadeira - batatas,,1980
7-74.42,77442,4,Escolhedor - géneros alimentícios,,1980
7-74.90,77490,4,Outros conserveiros de géneros alimentícios,,1980
7-75,775,3,Trabalhadores do fabrico de produtos lácteos,,1980
7-75.01,77501,4,"Preparador de produtos lácteos, em geral",,1980
7-75.05,77505,4,Trabalhador de recepção e pesagem - leite,,1980
7-75.10,77510,4,Operador de pasteurização - produtos lácteos,,1980
7-75.15,77515,4,Operador de esterilização - produtos lácteos,,1980
7-75.20,77520,4,"Operador de instalação de limpeza, desnatagem e pasteurização do leite",,1980
7-75.25,77525,4,Preparador de iogurtes,,1980
7-75.30,77530,4,Operador de fabrico de manteiga,,1980
7-75.35,77535,4,Operador de fabrico de queijo,,1980
7-75.40,77540,4,Preparador de queijo - cura,,1980
7-75.45,77545,4,Concentrador de leite,,1980
7-75.50,77550,4,Preparador de homogeneização e maltagem de leite,,1980
7-75.55,77555,4,Operador de aglomeração - produtos lácteos,,1980
7-75.60,77560,4,Operador de instalação de fabrico - leite em pó,,1980
7-75.65,77565,4,Operador de instalação de fabrico de farinhas lácteas,,1980
7-75.70,77570,4,Preparador de massas para gelados,,1980
7-75.75,77575,4,Operador de moldagem - gelados,,1980
7-75.90,77590,4,Outros trabalhadores do fabrico de produtos lácteos,,1980
7-76,776,3,"Padeiros, pasteleiros, confeiteiros e preparadores de massas alimentícias",,1980
7-76.01,77601,4,"Padeiro, em geral",,1980
7-76.02,77602,4,Amassador - panificação,,1980
7-76.04,77604,4,Ajudante de padaria,,1980
7-76.06,77606,4,Forneiro - panificação,,1980
7-76.08,77608,4,Pasteleiro,,1980
7-76.10,77610,4,Preparador de massas - pastelaria,,1980
7-76.12,77612,4,Preparador de cremes,,1980
7-76.14,77614,4,Pasteleiro decorador,,1980
7-76.16,77616,4,Condutor de instalação de fabricar bolacha,,1980
7-76.18,77618,4,"Confeiteiro, em geral",,1980
7-76.20,77620,4,Amendoeiro - confeitaria,,1980
7-76.22,77622,4,Preparador de massas - rebuçados e caramelos,,1980
7-76.24,77624,4,Condutor de máquina de moldar rebuçados e caramelos,,1980
7-76.26,77626,4,"Chocolateiro, em geral",,1980
7-76.28,77628,4,Preparador de massas para chocolates,,1980
7-76.30,77630,4,Condutor de máquina de refinar chocolate,,1980
7-76.32,77632,4,Condutor de máquina de conchagem - chocolate,,1980
7-76.34,77634,4,Moldador manual de chocolate,,1980
7-76.36,77636,4,Condutor de máquina de moldar chocolate,,1980
7-76.38,77638,4,Prensador de cacau,,1980
7-76.40,77640,4,Vigilante - moldagem de massas alimentícias,,1980
7-76.90,77690,4,"Outros padeiros, pasteleiros, confeiteiros e preparadores de massas alimentícias",,1980
7-77,777,3,"Trabalhadores da preparação de chá, café e cacau",,1980
7-77.05,77705,4,Controlador de preparação de chá,,1980
7-77.10,77710,4,Operador de máquina de enrolamento de chá,,1980
7-77.15,77715,4,Operador de câmara de murchação de chá,,1980
7-77.20,77720,4,Operador de estufa de selecção de chá,,1980
7-77.25,77725,4,Seleccionador de chá,,1980
7-77.30,77730,4,Escolhedor manual de chá,,1980
7-77.35,77735,4,Provador de café,,1980
7-77.40,77740,4,Operador de limpeza de café,,1980
7-77.45,77745,4,Preparador de lotes de café,,1980
7-77.50,77750,4,Torrador de café,,1980
7-77.55,77755,4,Torrador de cacau,,1980
7-77.60,77760,4,Descascador de cacau,,1980
7-77.65,77765,4,Granulador de café,,1980
7-77.70,77770,4,Operador de extracção de café solúvel,,1980
7-77.75,77775,4,Operador de secagem de café solúvel,,1980
7-77.90,77790,4,"Outros trabalhadores da preparação de chá, café e cacau",,1980
7-78,778,3,"Cervejeiros, trabalhadores do fabrico de vinhos e da preparação de bebidas",,1980
7-78.02,77802,4,Condutor de máquinas de fabricação de malte,,1980
7-78.04,77804,4,Ajudante de condutor de máquinas de fabricação de malte,,1980
7-78.06,77806,4,Operador de torrefacção de malte,,1980
7-78.08,77808,4,Condutor de sala de fabrico de mosto - cerveja,,1980
7-78.10,77810,4,Ajudante de condutor de sala de fabrico de mosto - cerveja,,1980
7-78.12,77812,4,Condutor de sala de fermentação e tratamento de cerveja,,1980
7-78.14,77814,4,Ajudante de condutor de sala de fermentação e tratamento de cerveja,,1980
7-78.16,77816,4,Operador de clarificação e arrefecimento de mosto - cerveja,,1980
7-78.18,77818,4,Condutor de sala de fermentação - cerveja,,1980
7-78.20,77820,4,Condutor de sala de levedura,,1980
7-78.22,77822,4,Condutor de instalação de propagação de leveduras,,1980
7-78.24,77824,4,Condutor de adegas de guarda - cerveja,,1980
7-78.26,77826,4,Operador de trasfega - mosto e cerveja,,1980
7-78.28,77828,4,Condutor de salas cilindro-cónicas - cerveja,,1980
7-78.30,77830,4,Condutor de sala de filtração - cerveja,,1980
7-78.32,77832,4,Condutor de sala de cerveja filtrada,,1980
7-78.34,77834,4,Destilador de bebidas alcoólicas,,1980
7-78.36,77836,4,Adegueiro,,1980
7-78.38,77838,4,Vinagreiro,,1980
7-78.40,77840,4,Operador de refrigeração de bebidas,,1980
7-78.42,77842,4,Cavista - espumantes naturais,,1980
7-78.44,77844,4,Licorista,,1980
7-78.46,77846,4,Preparador de xaropes,,1980
7-78.48,77848,4,Provador de vinhos,,1980
7-78.90,77890,4,"Outros cervejeiros, trabalhadores do fabrico de vinhos e da preparação de bebidas",,1980
7-79,779,3,Trabalhadores do fabrico de produtos alimentares e de bebidas não classificados em outra parte,,1980
7-79.05,77905,4,Controlador de qualidade - produtos alimentares e bebidas,,1980
7-79.10,77910,4,Preparador de óleos - fabrico de margarinas,,1980
7-79.15,77915,4,Preparador de leite - fabrico de margarina,,1980
7-79.20,77920,4,Operador de fabrico - margarinas,,1980
7-79.25,77925,4,Operador de preparação e prensagem - óleos alimentares,,1980
7-79.30,77930,4,Operador de branqueamento e desodorização - óleos comestíveis,,1980
7-79.35,77935,4,Operador de filtração de óleos,,1980
7-79.40,77940,4,Trabalhador de fabricação de gelo,,1980
7-79.45,77945,4,Operador de máquina de lavagem de formas - produtos alimentares,,1980
7-79.50,77950,4,Operador de máquina de pasteurização,,1980
7-79.55,77955,4,Operador de máquina de pasteurização por «flash» - cerveja,,1980
7-79.60,77960,4,Verificador de embalagens - produtos alimentares e bebidas,,1980
7-79.90,77990,4,Outros trabalhadores do fabrico de produtos alimentares e de bebidas não classificados em outra parte,,1980
7-8,78,2,Trabalhadores dos tabacos,,1980
7-81,781,3,Preparadores do tabaco,,1980
7-81.05,78105,4,Preparador de lotes - tabaco,,1980
7-81.10,78110,4,Operador de guardites,,1980
7-81.15,78115,4,Operador de máquina de cortar pontas,,1980
7-81.20,78120,4,Operador de cilindros condicionadores e batedores,,1980
7-81.25,78125,4,Operador de cilindro de revestimento e laminador,,1980
7-81.30,78130,4,Operador de caixas de mistura,,1980
7-81.35,78135,4,Operador de máquina de pique,,1980
7-81.40,78140,4,Operador de secador de mistura,,1980
7-81.45,78145,4,Controlador de humidade,,1980
7-81.90,78190,4,Outros preparadores do tabaco,,1980
7-82,782,3,"Operadores de máquinas de fabricar cigarros, charutos e cigarrilhas",,1980
7-82.10,78210,4,Alimentador de máquina cigarreira,,1980
7-82.20,78220,4,Operador de máquina cigarreira,,1980
7-82.30,78230,4,Recolhedor de cigarros,,1980
7-82.40,78240,4,Charuteiro manual,,1980
7-82.50,78250,4,Cigarrilheiro manual,,1980
7-82.90,78290,4,"Outros operadores de máquinas de fabricar cigarros, charutos e cigarrilhas",,1980
7-89,789,3,Trabalhadores dos tabacos não classificados em outra parte,,1980
7-89.10,78910,4,Preparador de massa de tabaco de banda,,1980
7-89.20,78920,4,Operador de máquina de tabaco de banda,,1980
7-89.30,78930,4,Operador de máquina de desmanchar cigarros,,1980
7-89.40,78940,4,Preparador de molhos - tabacos,,1980
7-89.90,78990,4,Outros trabalhadores dos tabacos não classificados em outra parte,,1980
7-9,79,2,"Alfaiates, costureiras, peleiros, estofadores e trabalhadores similares",,1980
7-91,791,3,"Alfaiates, modistas e trabalhadores similares",,1980
7-91.10,79110,4,Alfaiate,,1980
7-91.20,79120,4,Mestre alfaiate,,1980
7-91.30,79130,4,Modista,,1980
7-91.40,79140,4,Mestra de costura,,1980
7-91.50,79150,4,Costureira,,1980
7-91.60,79160,4,Costureira de paramentos,,1980
7-91.70,79170,4,Espartilheira,,1980
7-91.80,79180,4,Camiseiro,,1980
7-91.90,79190,4,"Outros alfaiates, modistas e trabalhadores similares",,1980
7-92,792,3,Peleiros e trabalhadores similares,,1980
7-92.10,79210,4,Seleccionador de peles,,1980
7-92.20,79220,4,Talhador de peles,,1980
7-92.30,79230,4,Talhador de peles com pêlo,,1980
7-92.40,79240,4,Peleiro - vestuário,,1980
7-92.50,79250,4,Cortador de luvas - prensa,,1980
7-92.60,79260,4,Picotador de luvas de pele,,1980
7-92.70,79270,4,Sortidor de luvas,,1980
7-92.80,79280,4,Operador de máquina de virar luvas,,1980
7-92.90,79290,4,Outros peleiros e trabalhadores similares,,1980
7-93,793,3,Modistas de chapéus e chapeleiros,,1980
7-93.10,79310,4,Modista de chapéus,,1980
7-93.20,79320,4,Apropriagista,,1980
7-93.30,79330,4,Operador de vaporizador de abas,,1980
7-93.40,79340,4,Enformador de chapéu de feltro,,1980
7-93.50,79350,4,Gomador de chapéus de feltro à máquina,,1980
7-93.60,79360,4,Gomador manual de chapéus de feltro,,1980
7-93.70,79370,4,Afinador de chapéus de feltro,,1980
7-93.90,79390,4,Outras modistas de chapéus e chapeleiros,,1980
7-94,794,3,"Traçadores de moldes, cortadores e trabalhadores similares",,1980
7-94.10,79410,4,Riscador,,1980
7-94.20,79420,4,Estendedor,,1980
7-94.30,79430,4,Talhador manual,,1980
7-94.40,79440,4,Cortador de tecidos - serra fita,,1980
7-94.50,79450,4,Cortador de tecidos - máquina «tip-top»,,1980
7-94.90,79490,4,"Outros traçadores de moldes, cortadores e trabalhadores similares",,1980
7-95,795,3,Costureiras e bordadoras,,1980
7-95.05,79505,4,"Costureira, trabalho em série",,1980
7-95.10,79510,4,Costureira de camisas,,1980
7-95.15,79515,4,"Costureira de alfaiate, pronto a vestir",,1980
7-95.20,79520,4,"Alfaiate, pronto a vestir",,1980
7-95.25,79525,4,Costureira de máquina - luvas,,1980
7-95.30,79530,4,Costureira de estofos,,1980
7-95.35,79535,4,Costureira de édredons,,1980
7-95.40,79540,4,Costureira de guarda-chuvas,,1980
7-95.45,79545,4,Costureira - vestuário de pele,,1980
7-95.50,79550,4,Costureira de mão,,1980
7-95.55,79555,4,Bordadora manual de tapeçarias,,1980
7-95.60,79560,4,Bordadora à mão,,1980
7-95.65,79565,4,Bordadora à máquina,,1980
7-95.90,79590,4,Outras costureiras e bordadoras,,1980
7-96,796,3,"Estofadores, colchoeiros e trabalhadores similares",,1980
7-96.10,79610,4,Estofador,,1980
7-96.20,79620,4,Estofador - produção em série,,1980
7-96.30,79630,4,Estofador de viaturas,,1980
7-96.40,79640,4,Colchoeiro,,1980
7-96.50,79650,4,Enchedor de colchões,,1980
7-96.60,79660,4,Operador de máquina de acolchoar - agulhas múltiplas,,1980
7-96.70,79670,4,Operador de máquina de acolchoar,,1980
7-96.80,79680,4,Operador de máquina de debruar colchões,,1980
7-96.90,79690,4,"Outros estofadores, colchoeiros e trabalhadores similares",,1980
7-99,799,3,"Alfaiates, costureiras, peleiros, estofadoras e trabalhadores similares não classificados em outra parte",,1980
7-99.10,79910,4,Operador de máquina de bordar tecido,,1980
7-99.20,79920,4,Florista - flores artificiais,,1980
7-99.30,79930,4,Enchedor de bonecos de pano,,1980
7-99.40,79940,4,Bordadora de bonecos de pano,,1980
7-99.50,79950,4,Abatjoureiro,,1980
7-99.60,79960,4,Cosedor de sacos,,1980
7-99.90,79990,4,"Outros alfaiates, costureiras, peleiros, estofadores e trabalhadores similares não classificados em outra parte",,1980
8,8,1,Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto os do grande grupo 7 e 9),,1980
8-0,80,2,Trabalhadores do calçado e de artigos em couro,,1980
8-01,801,3,Sapateiros,,1980
8-01.01,80101,4,"Sapateiro, em geral",,1980
8-01.10,80110,4,Sapateiro - calçado coreográfico,,1980
8-01.20,80120,4,Sapateiro - calçado ortopédico,,1980
8-01.30,80130,4,Sapateiro consertador,,1980
8-01.90,80190,4,Outros sapateiros,,1980
8-02,802,3,Trabalhadores do fabrico de calçado,,1980
8-02.02,80202,4,Cortador de peles á máquina - calçado,,1980
8-02.04,80204,4,Cortador manual de peles - calçado,,1980
8-02.06,80206,4,Cortador de sola à máquina,,1980
8-02.08,80208,4,Cortador manual de sola,,1980
8-02.10,80210,4,Operador de pré-fresagem de sola,,1980
8-02.12,80212,4,Fresador de sola,,1980
